iata,name,city,state,country,elevation,lat,lon,tz
KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,Kermānshāh,IR,4307,34.34590149,47.15810013,Asia/Tehran
IIL,Ilam Airport,Ilam,Īlām,IR,4404,33.58660126,46.40480042,Asia/Tehran
KHD,Khoram Abad Airport,,Lorestān,IR,3782,33.4353981,48.28290176,Asia/Tehran
SDG,Sanandaj Airport,,Kordestān,IR,4522,35.2458992,47.00920105,Asia/Tehran
IFH,Hesa Airport,Hesa,Isfahan,IR,5256,32.92890167,51.56110001,Asia/Tehran
IFN,Esfahan Shahid Beheshti International Airport,Isfahan,Isfahan,IR,5059,32.75080109,51.86130142,Asia/Tehran
CQD,Shahrekord Airport,Shahrekord,Chaharmahal-and-Bakhtiari,IR,6723,32.29719925,50.84220123,Asia/Tehran
RAS,Sardar-e-Jangal Airport,Rasht,Gīlān,IR,-40,37.323333,49.617778,Asia/Tehran
HDM,Hamadan Airport,Hamadan,Hamadān,IR,5755,34.86920166,48.55250168,Asia/Tehran
AJK,Arak Airport,Araak,Markazi,IR,5440,34.13809967,49.84730148,Asia/Tehran
IKA,Imam Khomeini International Airport,Tehran,Tehrān,IR,3305,35.41609955,51.15219879,Asia/Tehran
THR,Mehrabad International Airport,Tehran,Tehrān,IR,3962,35.68920136,51.31340027,Asia/Tehran
BND,Bandar Abbas International Airport,Bandar Abbas,Hormozgan,IR,22,27.21829987,56.37779999,Asia/Tehran
KER,Kerman Airport,Kerman,Kerman,IR,5741,30.27440071,56.9510994,Asia/Tehran
BXR,Bam Airport,,Kerman,IR,3231,29.08419991,58.45000076,Asia/Tehran
HDR,Havadarya Airport,Havadarya,Hormozgan,IR,19,27.1583004,56.17250061,Asia/Tehran
RJN,Rafsanjan Airport,,Kerman,IR,5298,30.29770088,56.05110168,Asia/Tehran
SYJ,Sirjan Airport,,Kerman,IR,5846,29.55089951,55.67269897,Asia/Tehran
XBJ,Birjand Airport,Birjand,Khorāsān-e-Jonūbī,IR,4952,32.89810181,59.26610184,Asia/Tehran
CKT,Sarakhs Airport,Sarakhs,Razavi-Khorasan,IR,945,36.50120163,61.06489944,Asia/Tehran
RUD,Shahroud Airport,,Semnān,IR,4215,36.4253006,55.10419846,Asia/Tehran
MHD,Mashhad International Airport,Mashhad,Razavi-Khorasan,IR,3263,36.23519897,59.64099884,Asia/Tehran
BJB,Bojnord Airport,Bojnord,Khorāsān-e-Shomālī,IR,3499,37.49300003,57.30820084,Asia/Tehran
AFZ,Sabzevar National Airport,Sabzevar,Razavi-Khorasan,IR,3010,36.16809845,57.59519959,Asia/Tehran
TCX,Tabas Airport,Tabas,Yazd,IR,2312,33.6678009,56.8927002,Asia/Tehran
BBL,Babolsar Airport,Babolsar,Māzandarān,IR,-49,36.72000122,52.65000153,Asia/Tehran
GBT,Gorgan Airport,Gorgan,Māzandarān,IR,-24,36.90940094,54.40129852,Asia/Tehran
BSM,Bishe Kola Air Base,Amol,Māzandarān,IR,-79,36.65510178,52.34960175,Asia/Tehran
NSH,Noshahr Airport,,Māzandarān,IR,-61,36.66329956,51.46469879,Asia/Tehran
RZR,Ramsar Airport,,Māzandarān,IR,-70,36.90990067,50.67959976,Asia/Tehran
SRY,Dasht-e Naz Airport,Sari,Māzandarān,IR,35,36.63579941,53.1935997,Asia/Tehran
FAZ,Fasa Airport,Fasa,Fars,IR,4261,28.89179993,53.72330093,Asia/Tehran
LRR,Lar Airport,Lar,Fars,IR,2641,27.67469978,54.38330078,Asia/Tehran
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,Fars,IR,4920,29.53919983,52.58980179,Asia/Tehran
KHY,Khoy Airport,Khoy,Āz̄ārbāyjān-e-Gharbī,IR,3981,38.42750168,44.97359848,Asia/Tehran
ADU,Ardabil Airport,Ardabil,Ardabīl,IR,4315,38.32569885,48.42440033,Asia/Tehran
ACP,Sahand Airport,Maragheh,East-Azerbaijan,IR,4396,37.34799957,46.12789917,Asia/Tehran
PFQ,Parsabade Moghan Airport,Parsabad,Ardabīl,IR,251,39.60359955,47.88150024,Asia/Tehran
OMH,Urmia Airport,Urmia,Āz̄ārbāyjān-e-Gharbī,IR,4343,37.66809845,45.06869888,Asia/Tehran
TBZ,Tabriz International Airport,Tabriz,East-Azerbaijan,IR,4459,38.13389969,46.23500061,Asia/Tehran
AZD,Shahid Sadooghi Airport,Yazd,Yazd,IR,4054,31.9048996,54.2765007,Asia/Tehran
ACZ,Zabol Airport,,Sistan-and-Baluchestan,IR,1628,31.09830093,61.54389954,Asia/Tehran
ZBR,Konarak Airport,Chabahar,Sistan-and-Baluchestan,IR,43,25.44330025,60.38209915,Asia/Tehran
ZAH,Zahedan International Airport,Zahedan,Sistan-and-Baluchestan,IR,4564,29.47570038,60.90620041,Asia/Tehran
AMM,Queen Alia International Airport,Amman,Amman,JO,2395,31.72260094,35.99319839,Asia/Amman
ADJ,Amman-Marka International Airport,Amman,Amman,JO,2555,31.97270012,35.99160004,Asia/Amman
AQJ,Aqaba King Hussein International Airport,Aqaba,Aqaba,JO,175,29.61160088,35.01810074,Asia/Amman
OMF,King Hussein Air College,Mafraq,Mafraq,JO,2240,32.35639954,36.25920105,Asia/Amman
DWN,Downtown Airpark,Oklahoma City,Oklahoma,US,1180,35.44919968,-97.53309631,America/Chicago
KWI,Kuwait International Airport,Kuwait City,,KW,206,29.22660065,47.96889877,Asia/Kuwait
BEY,Beirut Rafic Hariri International Airport,Beirut,Mont-Liban,LB,87,33.82089996,35.48839951,Asia/Beirut
KYE,Rene Mouawad Air Base,Tripoli,Liban-Nord,LB,75,34.58929825,36.01129913,Asia/Beirut
AUH,Abu Dhabi International Airport,Abu Dhabi,Abu-Dhabi,AE,88,24.43300056,54.65110016,Asia/Dubai
AZI,Bateen Airport,,Abu-Dhabi,AE,16,24.42830086,54.45809937,Asia/Dubai
AAN,Al Ain International Airport,Al Ain,Abu-Dhabi,AE,869,24.26169968,55.60919952,Asia/Dubai
DHF,Al Dhafra Air Base,,Abu-Dhabi,AE,77,24.24819946,54.54769897,Asia/Dubai
DXB,Dubai International Airport,Dubai,Dubai,AE,34,25.25279999,55.36439896,Asia/Dubai
NHD,Al Minhad Air Base,Dubai,Dubai,AE,165,25.02680016,55.36619949,Asia/Dubai
DWC,Al Maktoum International Airport,Jebel Ali,Dubai,AE,114,24.89666667,55.16138889,Asia/Dubai
FJR,Fujairah International Airport,,Al-Fujayrah,AE,152,25.11219978,56.32400131,Asia/Dubai
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,Raʼs-al-Khaymah,AE,102,25.6135006,55.93880081,Asia/Dubai
SHJ,Sharjah International Airport,Sharjah,Ash-Shāriqah,AE,111,25.32859993,55.51720047,Asia/Dubai
RMB,Buraimi Airport,Buraimi,Al-Buraimi,OM,970,24.2329998,55.78300095,Asia/Muscat
FAU,Fahud Airport,Fahud,Az̧-Z̧āhirah,OM,552,22.35475932,56.48414612,Asia/Muscat
RNM,Qarn Alam Airport,Ghaba,Al-Wusţa,OM,443,21.38299942,57.04999924,Asia/Muscat
KHS,Khasab Air Base,Khasab,Musandam,OM,100,26.17099953,56.24060059,Asia/Muscat
LKW,Lekhwair Airport,,Az̧-Z̧āhirah,OM,354,22.80498468,55.37336826,Asia/Muscat
MSH,Masirah Air Base,Masirah,Southeastern-Governorate,OM,64,20.67539978,58.89049912,Asia/Muscat
MCT,Muscat International Airport,Muscat,Muscat,OM,48,23.59329987,58.28440094,Asia/Muscat
OMM,Marmul Airport,Marmul,Dhofar,OM,925,18.13599968,55.18209839,Asia/Muscat
SLL,Salalah Airport,Salalah,Dhofar,OM,73,17.0387001,54.09130096,Asia/Muscat
SUH,Sur Airport,Sur,Southeastern-Governorate,OM,20,22.53300095,59.48300171,Asia/Muscat
TTH,Thumrait Air Base,Thumrait,Dhofar,OM,1570,17.66600037,54.02460098,Asia/Muscat
DDU,Dadu West Airport,Dadu,Sindh,PK,128,26.74080086,67.66660309,Asia/Karachi
AAW,Abbottabad Airport,Abbottabad,Khyber-Pakhtunkhwa,PK,4072,34.20000076,73.25,Asia/Karachi
BHW,Bhagatanwala Airport,Bhagatanwala,Punjab,PK,600,32.05609894,72.9484024,Asia/Karachi
BNP,Bannu Airport,Bannu,Khyber-Pakhtunkhwa,PK,1325,32.97290039,70.5279007,Asia/Karachi
WGB,Bahawalnagar Airport,Bahawalnagar,Punjab,PK,500,29.94630051,73.24909973,Asia/Karachi
BHV,Bahawalpur Airport,Bahawalpur,Punjab,PK,392,29.34810066,71.71800232,Asia/Karachi
CJL,Chitral Airport,Chitral,Khyber-Pakhtunkhwa,PK,4920,35.88660049,71.80059814,Asia/Karachi
CHB,Chilas Airport,Chilas,Gilgit-Baltistan,PK,4146,35.42670059,74.08170319,Asia/Karachi
DBA,Dalbandin Airport,Dalbandin,Balochistān,PK,2800,28.87829971,64.39980316,Asia/Karachi
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Punjab,PK,492,29.96100044,70.48590088,Asia/Karachi
DSK,Dera Ismael Khan Airport,Dera Ismael Khan,Khyber-Pakhtunkhwa,PK,594,31.90940094,70.89659882,Asia/Karachi
LYP,Faisalabad International Airport,Faisalabad,Punjab,PK,591,31.36499977,72.99479675,Asia/Karachi
GWD,Gwadar International Airport,Gwadar,Balochistān,PK,36,25.23329926,62.32949829,Asia/Karachi
GIL,Gilgit Airport,Gilgit,Gilgit-Baltistan,PK,4796,35.91880035,74.33360291,Asia/Karachi
JAG,Shahbaz Air Base,Jacobabad,Sindh,PK,185,28.28420067,68.4496994,Asia/Karachi
JIW,Jiwani Airport,Jiwani,Balochistān,PK,186,25.06780052,61.80540085,Asia/Karachi
KHI,Jinnah International Airport,Karachi,Sindh,PK,100,24.90649986,67.16079712,Asia/Karachi
HDD,Hyderabad Airport,Hyderabad,Sindh,PK,130,25.31809998,68.3660965,Asia/Karachi
KDD,Khuzdar Airport,Khuzdar,Balochistān,PK,4012,27.79059982,66.64730072,Asia/Karachi
KBH,Kalat Airport,Kalat,Balochistān,PK,6100,29.13333321,66.51667023,Asia/Karachi
OHT,Kohat Airport,Kohat,Khyber-Pakhtunkhwa,PK,1650,33.56999969,71.44000244,Asia/Karachi
LHE,Alama Iqbal International Airport,Lahore,Punjab,PK,712,31.52160072,74.4036026,Asia/Karachi
LRG,Loralai Airport,Loralai,Balochistān,PK,4631,30.35549927,68.6135025,Asia/Karachi
XJM,Mangla Airport,Mangla,Punjab,PK,902,33.05009842,73.63839722,Asia/Karachi
MFG,Muzaffarabad Airport,Muzaffarabad,Azad-Kashmir,PK,2691,34.3390007,73.50859833,Asia/Karachi
MWD,Mianwali Air Base,Mianwali,Punjab,PK,690,32.56309891,71.5707016,Asia/Karachi
MJD,Moenjodaro Airport,Moenjodaro,Sindh,PK,154,27.33519936,68.14309692,Asia/Karachi
MPD,Mirpur Khas Air Base,Mirpur Khas,Sindh,PK,60,25.68250084,69.07279968,Asia/Karachi
MUX,Multan International Airport,Multan,Punjab,PK,403,30.20319939,71.4190979,Asia/Karachi
WNS,Nawabshah Airport,Nawabash,Sindh,PK,95,26.21940041,68.39009857,Asia/Karachi
NHS,Nushki Airport,Nushki,Balochistān,PK,3200,29.53899956,66.02330017,Asia/Karachi
ORW,Ormara Airport,Ormara Raik,Balochistān,PK,10,25.27470016,64.58599854,Asia/Karachi
PAJ,Parachinar Airport,Parachinar,FATA,PK,5800,33.90209961,70.07160187,Asia/Karachi
PJG,Panjgur Airport,Panjgur,Balochistān,PK,3289,26.9545002,64.13249969,Asia/Karachi
PSI,Pasni Airport,Pasni,Balochistān,PK,33,25.29050064,63.3451004,Asia/Karachi
PEW,Peshawar International Airport,Peshawar,Khyber-Pakhtunkhwa,PK,1158,33.9939003,71.51460266,Asia/Karachi
UET,Quetta International Airport,Quetta,Balochistān,PK,5267,30.25139999,66.93779755,Asia/Karachi
RYK,Shaikh Zaid Airport,Rahim Yar Khan,Punjab,PK,271,28.38389969,70.27960205,Asia/Karachi
ISB,Benazir Bhutto International Airport,Islamabad,Punjab,PK,1668,33.61669922,73.09919739,Asia/Karachi
RAZ,Rawalakot Airport,Rawalakot,Azad-Kashmir,PK,5479,33.84970093,73.79810333,Asia/Karachi
SBQ,Sibi Airport,Sibi,Balochistān,PK,436,29.57119942,67.84790039,Asia/Karachi
KDU,Skardu Airport,Skardu,Gilgit-Baltistan,PK,7316,35.33549881,75.53600311,Asia/Karachi
SKZ,Sukkur Airport,Mirpur Khas,Sindh,PK,196,27.72200012,68.79170227,Asia/Karachi
SYW,Sehwan Sharif Airport,Sehwan Sharif,Sindh,PK,121,26.47310066,67.71720123,Asia/Karachi
SGI,Mushaf Air Base,Sargodha,Punjab,PK,614,32.04859924,72.66500092,Asia/Karachi
SDT,Saidu Sharif Airport,Saidu Sharif,Khyber-Pakhtunkhwa,PK,3183,34.81359863,72.35279846,Asia/Karachi
SKT,Sialkot Airport,Sialkot,Punjab,PK,837,32.53555679,74.3638916,Asia/Karachi
SUL,Sui Airport,Sui,Balochistān,PK,763,28.64509964,69.17690277,Asia/Karachi
SWN,Sahiwal Airport,Sahiwal,Punjab,PK,570,31.88944435,72.39167023,Asia/Karachi
TLB,Tarbela Dam Airport,Tarbela,Khyber-Pakhtunkhwa,PK,1114,33.98609924,72.61139679,Asia/Karachi
BDN,Talhar Airport,Badin,Sindh,PK,28,24.84149933,68.83840179,Asia/Karachi
TFT,Taftan Airport,Taftan,Balochistān,PK,2742,28.96419907,61.59540176,Asia/Karachi
TUK,Turbat International Airport,Turbat,Balochistān,PK,498,25.9864006,63.03020096,Asia/Karachi
WAF,Wana Airport,Waana,FATA,PK,4550,32.30469894,69.57039642,Asia/Karachi
PZH,Zhob Airport,Fort Sandeman,Balochistān,PK,4728,31.35840034,69.46360016,Asia/Karachi
IQA,Al Asad Air Base,Hit,Anbar,IQ,618,33.78559875,42.44120026,Asia/Baghdad
BMN,Bamarni Airport,Bamarni,Dahūk,IQ,3455,37.09880066,43.26660156,Asia/Baghdad
BGW,Baghdad International Airport,Baghdad,Baghdad,IQ,114,33.26250076,44.23460007,Asia/Baghdad
OSB,Mosul International Airport,Mosul,Nīnawa,IQ,719,36.30580139,43.1473999,Asia/Baghdad
EBL,Erbil International Airport,Arbil,Arbīl,IQ,1341,36.23759842,43.96319962,Asia/Baghdad
KIK,Kirkuk Air Base,Kirkuk,Kirkuk,IQ,1061,35.4695015,44.34889984,Asia/Baghdad
BSR,Basrah International Airport,Basrah,Basra,IQ,11,30.54910088,47.66210175,Asia/Baghdad
RQW,Qayyarah West Airport,Qayyarah,Nīnawa,IQ,749,35.76720047,43.12509918,Asia/Baghdad
ISU,Sulaymaniyah International Airport,Sulaymaniyah,As-Sulaymānīyah,IQ,2494,35.5617485,45.31673813,Asia/Baghdad
ALP,Aleppo International Airport,Aleppo,Aleppo,SY,1276,36.18069839,37.22439957,Asia/Damascus
DAM,Damascus International Airport,Damascus,Rif-dimashq,SY,2020,33.41149902,36.5155983,Asia/Damascus
DEZ,Deir ez-Zor Airport,Deir ez-Zor,Deir-ez-Zor,SY,700,35.28540039,40.17599869,Asia/Damascus
KAC,Kamishly Airport,Kamishly,Al-Hasakah,SY,1480,37.02059937,41.19139862,Asia/Damascus
LTK,Bassel Al-Assad International Airport,Latakia,Latakia,SY,157,35.40110016,35.94869995,Asia/Damascus
PMS,Palmyra Airport,,Homs,SY,1322,34.55739975,38.31689835,Asia/Damascus
DOH,Doha International Airport,Doha,Baladīyat-ad-Dawḩah,QA,35,25.26110077,51.56510162,Asia/Qatar
IUD,Al Udeid Air Base,Ar Rayyan,Baladīyat-ar-Rayyān,QA,130,25.11730003,51.31499863,Asia/Qatar
ADE,Aden International Airport,Aden,Aden,YE,7,12.8295002,45.02880096,Asia/Aden
AXK,Ataq Airport,,Shabwah,YE,3735,14.55130005,46.82619858,Asia/Aden
BHN,Beihan Airport,,Shabwah,YE,3800,14.78199959,45.7201004,Asia/Aden
AAY,Al Ghaidah International Airport,,Al-Mahrah,YE,134,16.19169998,52.17499924,Asia/Aden
HOD,Hodeidah International Airport,Hodeida,Al-Hudaydah,YE,41,14.75300026,42.97629929,Asia/Aden
MYN,Mareb Airport,Mareb,Ma’rib,YE,3300,15.46920013,45.32690048,Asia/Aden
IHN,Qishn Airport,Qishn,Al-Mahrah,YE,98,15.41699982,51.68299866,Asia/Aden
RIY,Mukalla International Airport,Riyan,Muḩāfaz̧at-Ḩaḑramawt,YE,54,14.66259956,49.375,Asia/Aden
SYE,Sadah Airport,Sadah,Şa‘dah,YE,5938,16.96699905,43.73300171,Asia/Aden
SAH,Sana'a International Airport,Sana'a,Amanat-Al-Asimah,YE,7216,15.47630024,44.21969986,Asia/Aden
SCT,Socotra International Airport,Socotra Islands,Soqatra,YE,146,12.63070011,53.90579987,Asia/Aden
GXF,Sayun International Airport,Sayun,Muḩāfaz̧at-Ḩaḑramawt,YE,2097,15.96609974,48.78829956,Asia/Aden
TAI,Ta'izz International Airport,Ta'izz,Ta‘izz,YE,4838,13.68599987,44.13909912,Asia/Aden
AKB,Atka Airport,Atka,Alaska,US,57,52.22029877,-174.2059937,America/Adak
PML,Port Moller Airport,Cold Bay,Alaska,US,20,56.00600052,-160.5610046,America/Anchorage
PAQ,Palmer Municipal Airport,Palmer,Alaska,US,242,61.59489822,-149.0890045,America/Anchorage
BTI,Barter Island LRRS Airport,Barter Island Lrrs,Alaska,US,2,70.13400269,-143.5820007,America/Anchorage
BET,Bethel Airport,Bethel,Alaska,US,126,60.77980042,-161.8379974,America/Anchorage
BVU,Beluga Airport,Beluga,Alaska,US,130,61.17219925,-151.0440063,America/Anchorage
BIG,Allen Army Airfield,Delta Junction Ft Greely,Alaska,US,1291,63.99449921,-145.7220001,America/Anchorage
BKC,Buckland Airport,Buckland,Alaska,US,31,65.9815979,-161.1490021,America/Anchorage
BMX,Big Mountain Airport,Big Mountain,Alaska,US,663,59.36119843,-155.2590027,America/Anchorage
BRW,Wiley Post Will Rogers Memorial Airport,Barrow,Alaska,US,44,71.28540039,-156.7660065,America/Anchorage
BTT,Bettles Airport,Bettles,Alaska,US,647,66.91390228,-151.529007,America/Anchorage
CDB,Cold Bay Airport,Cold Bay,Alaska,US,96,55.20610046,-162.7250061,America/Anchorage
CEM,Central Airport,Central,Alaska,US,937,65.57379913,-144.7830048,America/Anchorage
CHU,Chuathbaluk Airport,Chuathbaluk,Alaska,US,244,61.57910156,-159.2160034,America/Anchorage
CIK,Chalkyitsik Airport,Chalkyitsik,Alaska,US,544,66.64499664,-143.7400055,America/Anchorage
SCM,Scammon Bay Airport,Scammon Bay,Alaska,US,14,61.84529877,-165.5709991,America/Anchorage
IRC,Circle City /New/ Airport,Circle,Alaska,US,613,65.83049774,-144.076004,America/Anchorage
CDV,Merle K (Mudhole) Smith Airport,Cordova,Alaska,US,54,60.4917984,-145.4779968,America/Anchorage
CZF,Cape Romanzof LRRS Airport,Cape Romanzof,Alaska,US,464,61.78030014,-166.0390015,America/Anchorage
DRG,Deering Airport,Deering,Alaska,US,21,66.06960297,-162.7660065,America/Anchorage
RDB,Red Dog Airport,Red Dog,Alaska,US,969,68.03209686,-162.8990021,America/Nome
ADK,Adak Airport,Adak Island,Alaska,US,18,51.87799835,-176.6459961,America/Adak
DLG,Dillingham Airport,Dillingham,Alaska,US,81,59.04470062,-158.5050049,America/Anchorage
ADQ,Kodiak Airport,Kodiak,Alaska,US,78,57.75,-152.4940033,America/Anchorage
DUT,Unalaska Airport,Unalaska,Alaska,US,22,53.90010071,-166.5440063,America/Anchorage
EDF,Elmendorf Air Force Base,Anchorage,Alaska,US,212,61.25099945,-149.8070068,America/Anchorage
EEK,Eek Airport,Eek,Alaska,US,12,60.21367264,-162.0438843,America/Anchorage
EHM,Cape Newenham LRRS Airport,Cape Newenham,Alaska,US,541,58.64640045,-162.0630035,America/Anchorage
EIL,Eielson Air Force Base,Fairbanks,Alaska,US,547,64.66570282,-147.102005,America/Anchorage
EMK,Emmonak Airport,Emmonak,Alaska,US,13,62.78609848,-164.4909973,America/Anchorage
ENA,Kenai Municipal Airport,Kenai,Alaska,US,99,60.57310104,-151.2449951,America/Anchorage
FAI,Fairbanks International Airport,Fairbanks,Alaska,US,439,64.81510162,-147.8560028,America/Anchorage
FBK,Ladd AAF Airfield,Fairbanks/Ft Wainwright,Alaska,US,454,64.83750153,-147.6139984,America/Anchorage
AFE,Kake Airport,Kake,Alaska,US,172,56.96139908,-133.9100037,America/Anchorage
ABL,Ambler Airport,Ambler,Alaska,US,334,67.10630035,-157.8569946,America/Anchorage
FMC,Five Mile Airport,Five Mile,Alaska,US,510,65.92700195,-149.8399963,America/Anchorage
GAL,Edward G. Pitka Sr Airport,Galena,Alaska,US,153,64.73619843,-156.9369965,America/Anchorage
GKN,Gulkana Airport,Gulkana,Alaska,US,1586,62.1548996,-145.4570007,America/Anchorage
GLV,Golovin Airport,Golovin,Alaska,US,59,64.55049896,-163.0070038,America/Anchorage
GAM,Gambell Airport,Gambell,Alaska,US,27,63.76679993,-171.7330017,America/Anchorage
GST,Gustavus Airport,Gustavus,Alaska,US,35,58.4253006,-135.7070007,America/Anchorage
SGY,Skagway Airport,Skagway,Alaska,US,44,59.46009827,-135.3159943,America/Anchorage
GMT,Granite Mountain Air Station,Granite Mountain,Alaska,US,1313,65.40209961,-161.2810059,America/Anchorage
HCR,Holy Cross Airport,Holy Cross,Alaska,US,70,62.18830109,-159.7749939,America/Anchorage
HNE,Tahneta Pass Airport,Tahneta Pass Lodge,Alaska,US,2960,61.90140152,-147.3040009,America/Anchorage
HNS,Haines Airport,Haines,Alaska,US,15,59.24380112,-135.5240021,America/Anchorage
HOM,Homer Airport,Homer,Alaska,US,84,59.64559937,-151.477005,America/Anchorage
HPB,Hooper Bay Airport,Hooper Bay,Alaska,US,13,61.52389908,-166.1470032,America/Anchorage
SHX,Shageluk Airport,Shageluk,Alaska,US,79,62.69229889,-159.5690002,America/Anchorage
IGG,Igiugig Airport,Igiugig,Alaska,US,90,59.32400131,-155.9019928,America/Anchorage
EGX,Egegik Airport,Egegik,Alaska,US,92,58.1855011,-157.375,America/Anchorage
IAN,Bob Baker Memorial Airport,Kiana,Alaska,US,166,66.97599792,-160.4369965,America/Anchorage
ILI,Iliamna Airport,Iliamna,Alaska,US,192,59.75439835,-154.9109955,America/Anchorage
UTO,Indian Mountain LRRS Airport,Utopia Creek,Alaska,US,1273,65.99279785,-153.7039948,America/Anchorage
WAA,Wales Airport,Wales,Alaska,US,22,65.62259674,-168.0950012,America/Anchorage
JNU,Juneau International Airport,Juneau,Alaska,US,21,58.35499954,-134.576004,America/Anchorage
KFP,False Pass Airport,False Pass,Alaska,US,20,54.84740067,-163.4100037,America/Anchorage
AKK,Akhiok Airport,Akhiok,Alaska,US,44,56.93870163,-154.1829987,America/Anchorage
KKA,Koyuk Alfred Adams Airport,Koyuk,Alaska,US,154,64.9394989,-161.154007,America/Anchorage
AKN,King Salmon Airport,King Salmon,Alaska,US,73,58.67679977,-156.6490021,America/Anchorage
IKO,Nikolski Air Station,Nikolski,Alaska,US,77,52.9416008,-168.848999,America/Adak
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,Alaska,US,2102,68.13359833,-151.7429962,America/Anchorage
KTN,Ketchikan International Airport,Ketchikan,Alaska,US,89,55.35559845,-131.7140045,America/Anchorage
UUK,Ugnu-Kuparuk Airport,Kuparuk,Alaska,US,67,70.33080292,-149.5980072,America/Anchorage
KAL,Kaltag Airport,Kaltag,Alaska,US,181,64.31909943,-158.7409973,America/Anchorage
AKW,Klawock Airport,Klawock,Alaska,US,80,55.57920074,-133.076004,America/Anchorage
KYK,Karluk Airport,Karluk,Alaska,US,137,57.56710052,-154.4499969,America/Anchorage
KLG,Kalskag Airport,Kalskag,Alaska,US,55,61.53630066,-160.3410034,America/Anchorage
PTA,Port Alsworth Airport,Port Alsworth,Alaska,US,280,60.20429993,-154.3190002,America/Anchorage
LNI,Lonely Air Station,Lonely,Alaska,US,17,70.91069794,-153.2420044,America/Anchorage
DQH,Alpine Airstrip,Deadhorse,Alaska,US,18,70.34429932,-150.9450073,America/Anchorage
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,Alaska,US,16,68.87509918,-166.1100006,America/Anchorage
KMO,Manokotak Airport,Manokotak,Alaska,US,100,58.99020004,-159.0500031,America/Anchorage
MCG,McGrath Airport,McGrath,Alaska,US,341,62.95289993,-155.6060028,America/Anchorage
MLY,Manley Hot Springs Airport,Manley Hot Springs,Alaska,US,270,64.99759674,-150.6439972,America/Anchorage
MOU,Mountain Village Airport,Mountain Village,Alaska,US,337,62.09540176,-163.6820068,America/Anchorage
MRI,Merrill Field,Anchorage,Iowa,US,137,61.21350098,-149.8439941,America/Anchorage
MYU,Mekoryuk Airport,Mekoryuk,Alaska,US,48,60.37139893,-166.2709961,America/Anchorage
WNA,Napakiak Airport,Napakiak,Alaska,US,17,60.69029999,-161.9790039,America/Anchorage
ANC,Ted Stevens Anchorage International Airport,Anchorage,Alaska,US,152,61.17440033,-149.9960022,America/Anchorage
ANI,Aniak Airport,Aniak,Alaska,US,88,61.58160019,-159.5429993,America/Anchorage
ENN,Nenana Municipal Airport,Nenana,Alaska,US,362,64.54730225,-149.0740051,America/Anchorage
ANN,Annette Island Airport,Annette,Alaska,US,119,55.04240036,-131.5720062,America/Anchorage
ANV,Anvik Airport,Anvik,Alaska,US,291,62.64670181,-160.1909943,America/Anchorage
KNW,New Stuyahok Airport,New Stuyahok,Alaska,US,364,59.44990158,-157.3280029,America/Anchorage
OBU,Kobuk Airport,Kobuk,Alaska,US,137,66.91230011,-156.8970032,America/Anchorage
PCA,Portage Creek Airport,Portage Creek,Alaska,US,137,58.90650177,-157.7140045,America/Anchorage
HNH,Hoonah Airport,Hoonah,Alaska,US,19,58.09609985,-135.4100037,America/Anchorage
OME,Nome Airport,Nome,Alaska,US,37,64.5121994,-165.4450073,America/Anchorage
OOK,Toksook Bay Airport,Toksook Bay,Alaska,US,59,60.54140091,-165.0870056,America/Anchorage
ORT,Northway Airport,Northway,Alaska,US,1715,62.9612999,-141.9290009,America/Anchorage
OTZ,Ralph Wien Memorial Airport,Kotzebue,Alaska,US,14,66.88469696,-162.598999,America/Anchorage
PBV,St George Airport,St George,South-Carolina,US,125,56.57830048,-169.6620026,America/Anchorage
KPC,Port Clarence Coast Guard Station,Port Clarence,Alaska,US,10,65.25370026,-166.8589935,America/Nome
PSG,Petersburg James A Johnson Airport,Petersburg,Alaska,US,111,56.80170059,-132.9450073,America/Juneau
PTH,Port Heiden Airport,Port Heiden,Alaska,US,95,56.95909882,-158.6329956,America/Anchorage
PKA,Napaskiak Airport,Napaskiak,Alaska,US,24,60.70289993,-161.7779999,America/Anchorage
PTU,Platinum Airport,Platinum,Alaska,US,15,59.01139832,-161.8200073,America/Anchorage
PIP,Pilot Point Airport,Pilot Point,Alaska,US,57,57.58039856,-157.5720062,America/Anchorage
PHO,Point Hope Airport,Point Hope,Alaska,US,12,68.34880066,-166.798996,America/Nome
NUI,Nuiqsut Airport,Nuiqsut,Alaska,US,38,70.20999908,-151.0059967,America/Anchorage
