icao,iata,name,city,state,country,elevation,lat,lon,tz
NCMR,MOI,Mitiaro Island Airport,Mitiaro Island,,CK,25,-19.84250069,-157.7030029,Pacific/Rarotonga
NCPY,PYE,Tongareva Airport,Penrhyn Island,,CK,8,-9.014369965,-158.0324097,Pacific/Rarotonga
NCRG,RAR,Rarotonga International Airport,Avarua,,CK,19,-21.20269966,-159.8059998,Pacific/Rarotonga
NFCI,ICI,Cicia Airport,Cicia,Eastern,FJ,13,-17.74329948,-179.3419952,Pacific/Fiji
NFFA,BFJ,Ba Airport,,Western,FJ,20,-17.53505556,177.6809167,Pacific/Fiji
NFFN,NAN,Nadi International Airport,Nadi,Western,FJ,59,-17.7553997,177.4429932,Pacific/Fiji
NFFO,PTF,Malolo Lailai Island Airport,Malolo Lailai Island,Western,FJ,10,-17.7779007,177.1970062,Pacific/Fiji
NFKD,KDV,Vunisea Airport,Vunisea,,FJ,6,-19.05809975,178.1569977,Pacific/Fiji
NFMA,MNF,Mana Island Airport,Mana Island,Western,FJ,0,-17.67309952,177.0980072,Pacific/Fiji
NFMO,MFJ,Moala Airport,Moala,Eastern,FJ,13,-18.56669998,179.951004,Pacific/Fiji
NFNA,SUV,Nausori International Airport,Nausori,Central,FJ,17,-18.04330063,178.5590057,Pacific/Fiji
NFNB,LEV,Levuka Airfield,Bureta,Eastern,FJ,11,-17.71109962,178.7590027,Pacific/Fiji
NFNG,NGI,Ngau Airport,Ngau,Eastern,FJ,50,-18.11560059,179.3399963,Pacific/Fiji
NFNH,LUC,Laucala Island Airport,Laucala Island,Northern,FJ,10,-16.74810028,-179.6670074,Pacific/Fiji
NFNK,LKB,Lakeba Island Airport,Lakeba Island,Eastern,FJ,280,-18.19919968,-178.8170013,Pacific/Fiji
NFNL,LBS,Labasa Airport,,Northern,FJ,44,-16.4666996,179.3399963,Pacific/Fiji
NFNM,TVU,Matei Airport,Matei,Northern,FJ,60,-16.69059944,-179.8769989,Pacific/Fiji
NFNO,KXF,Koro Island Airport,Koro Island,Eastern,FJ,358,-17.3458004,179.4219971,Pacific/Fiji
NFNR,RTA,Rotuma Airport,Rotuma,Rotuma,FJ,22,-12.48250008,177.0709991,Pacific/Fiji
NFNS,SVU,Savusavu Airport,Savusavu,Northern,FJ,17,-16.80279922,179.3410034,Pacific/Fiji
NFNV,VAU,Vatukoula Airport,Vatukoula,Western,FJ,156,-17.5,177.8419952,Pacific/Fiji
NFNW,KAY,Wakaya Island Airport,Wakaya Island,,FJ,130,-17.61700058,179.0169983,Pacific/Fiji
NFOL,ONU,Ono-I-Lau Airport,Ono-I-Lau,,FJ,110,-20.64999962,-178.6999969,Pacific/Fiji
NFSW,YAS,Yasawa Island Airport,Yasawa Island,Western,FJ,37,-16.75889969,177.5449982,Pacific/Fiji
NFTE,EUA,Kaufana Airport,Eua Island,ʻEua,TO,325,-21.37829971,-174.9579926,Pacific/Tongatapu
NFTF,TBU,Fua'amotu International Airport,Nuku'alofa,Tongatapu,TO,126,-21.24119949,-175.1499939,Pacific/Tongatapu
NFTL,HPA,Lifuka Island Airport,Lifuka,Ha‘apai,TO,31,-19.77700043,-174.3410034,Pacific/Tongatapu
NFTO,Niu,Mata'aho Airport,Angaha,Vava‘u,TO,160,-15.57079983,-175.6329956,Pacific/Tongatapu
NFTP,NTT,Kuini Lavenia Airport,Niuatoputapu,Niuas,TO,30,-15.97733765,-173.7910295,Pacific/Tongatapu
NFTV,VAV,Vava'u International Airport,Vava'u Island,Vava‘u,TO,236,-18.58530045,-173.9620056,Pacific/Tongatapu
NFVB,VBV,Vanua Balavu Airport,Vanua Balavu,Eastern,FJ,76,-17.2689991,-178.9759979,Pacific/Fiji
NFVL,VTF,Vatulele Airport,Vatulele,Western,FJ,36,-18.51250076,177.6390076,Pacific/Fiji
NGAB,ABF,Abaiang Airport,Abaiang,Gilbert-Islands,KI,0,1.798609972,173.0410004,Pacific/Tarawa
NGBR,BEZ,Beru Airport,Beru,Gilbert-Islands,KI,6,-1.354719997,176.0070038,Pacific/Tarawa
NGFU,FUN,Funafuti International Airport,Funafuti,Funafuti,TV,0,-8.525,179.195999,Pacific/Funafuti
NGKT,KUC,Kuria Airport,Kuria,Gilbert-Islands,KI,0,0.218611002,173.4420013,Pacific/Tarawa
NGMA,MNK,Maiana Airport,Maiana,Gilbert-Islands,KI,8,1.003610015,173.0310059,Pacific/Tarawa
NGMK,MZK,Marakei Airport,Marakei,Gilbert-Islands,KI,10,2.058609963,173.2709961,Pacific/Tarawa
NGMN,MTK,Makin Island Airport,Makin Island,Gilbert-Islands,KI,0,3.374439955,172.9920044,Pacific/Tarawa
NGNU,NIG,Nikunau Airport,Nikunau,Gilbert-Islands,KI,6,-1.314440012,176.4100037,Pacific/Tarawa
NGON,OOT,Onotoa Airport,Onotoa,Gilbert-Islands,KI,7,-1.796110034,175.526001,Pacific/Tarawa
NGTA,TRW,Bonriki International Airport,Tarawa,Gilbert-Islands,KI,9,1.381639957,173.1470032,Pacific/Tarawa
NGTB,AEA,Abemama Atoll Airport,Abemama Atoll,Gilbert-Islands,KI,8,0.490833014,173.8289948,Pacific/Tarawa
NGTE,TBF,Tabiteuea North Airport,,Gilbert-Islands,KI,7,-1.224470019,174.776001,Pacific/Tarawa
NGTM,TMN,Tamana Island Airport,Tamana Island,Gilbert-Islands,KI,0,-2.485830069,175.9700012,Pacific/Tarawa
NGTO,NON,Nonouti Airport,Nonouti,Gilbert-Islands,KI,10,-0.63972199,174.4279938,Pacific/Tarawa
NGTR,AIS,Arorae Island Airport,Arorae Island,Gilbert-Islands,KI,0,-2.616110086,176.8029938,Pacific/Tarawa
NGTS,TSU,Tabiteuea South Airport,Tabiteuea South,Gilbert-Islands,KI,0,-1.474439979,175.0639954,Pacific/Tarawa
NGTU,BBG,Butaritari Atoll Airport,Butaritari Atoll,Gilbert-Islands,KI,5,3.085829973,172.8110046,Pacific/Tarawa
NGUK,AAK,Buariki Airport,Buariki,Gilbert-Islands,KI,0,0.185277998,173.6369934,Pacific/Tarawa
NIUE,IUE,Niue International Airport,Alofi,,NU,209,-19.07903099,-169.9255981,Pacific/Niue
NLWF,FUT,Pointe Vele Airport,Futuna Island,Alo,WF,20,-14.31140041,-178.0659943,Pacific/Wallis
NLWW,WLS,Hihifo Airport,Wallis Island,Uvea,WF,79,-13.23830032,-176.1990051,Pacific/Wallis
NSAS,OFU,Ofu Village Airport,Ofu Village,Manu'a,AS,9,-14.1843996,-169.6699982,Pacific/Pago_Pago
NSAU,AAU,Asau Airport,Asau,,WS,0,-13.50580025,-172.628006,Pacific/Apia
NSFA,APW,Faleolo International Airport,Apia,A'ana,WS,58,-13.82999992,-172.0079956,Pacific/Apia
NSFI,FGI,Fagali'i Airport,Apia,Tuamasaga,WS,131,-13.84869957,-171.7400055,Pacific/Apia
NSFQ,FTI,Fitiuta Airport,Fitiuta Village,Manu'a,AS,110,-14.21720028,-169.4250031,Pacific/Pago_Pago
NSMA,MXS,Maota Airport,Maota,,WS,0,-13.74230003,-172.2579956,Pacific/Apia
NSTU,PPG,Pago Pago International Airport,Pago Pago,Eastern-District,AS,32,-14.33100033,-170.7100067,Pacific/Pago_Pago
NTAA,PPT,Faa'a International Airport,Papeete,Îles-du-Vent,PF,5,-17.55369949,-149.6069946,Pacific/Tahiti
NTAR,RUR,Rurutu Airport,,Îles-Australes,PF,18,-22.4340992,-151.3609924,Pacific/Tahiti
NTAT,TUB,Tubuai Airport,,Îles-Australes,PF,7,-23.36540031,-149.5240021,Pacific/Tahiti
NTAV,RVV,Raivavae Airport,,Îles-Australes,PF,7,-23.8852005,-147.6620026,Pacific/Tahiti
NTGA,AAA,Anaa Airport,,Îles-Tuamotu-Gambier,PF,10,-17.3526001,-145.5099945,Pacific/Tahiti
NTGB,FGU,Fangatau Airport,,Îles-Tuamotu-Gambier,PF,9,-15.81989956,-140.8869934,Pacific/Tahiti
NTGC,TIH,Tikehau Airport,,,PF,6,-15.1196003,-148.2310028,Pacific/Tahiti
NTGD,APK,Apataki Airport,Apataki,Îles-Tuamotu-Gambier,PF,8,-15.57359982,-146.4149933,Pacific/Tahiti
NTGE,REA,Reao Airport,,Îles-Tuamotu-Gambier,PF,12,-18.46590042,-136.4400024,Pacific/Tahiti
NTGF,FAV,Fakarava Airport,,Îles-Tuamotu-Gambier,PF,13,-16.05410004,-145.6569977,Pacific/Tahiti
NTGH,HHZ,Hikueru Atoll Airport,Hikueru Atoll,Îles-Tuamotu-Gambier,PF,5,-17.54470062,-142.6139984,Pacific/Tahiti
NTGI,XMH,Manihi Airport,,Îles-Tuamotu-Gambier,PF,14,-14.4368,-146.0700073,Pacific/Tahiti
NTGJ,GMR,Totegegie Airport,,Îles-Tuamotu-Gambier,PF,7,-23.07990074,-134.8899994,Pacific/Gambier
NTGK,KKR,Kaukura Airport,,Îles-Tuamotu-Gambier,PF,11,-15.66329956,-146.8849945,Pacific/Tahiti
NTGM,MKP,Makemo Airport,,Îles-Tuamotu-Gambier,PF,3,-16.58390045,-143.6580048,Pacific/Tahiti
NTGN,NAU,Napuka Island Airport,Napuka Island,Îles-Tuamotu-Gambier,PF,7,-14.17679977,-141.2669983,Pacific/Tahiti
NTGO,TKV,Tatakoto Airport,Tatakoto,Îles-Tuamotu-Gambier,PF,12,-17.3553009,-138.4450073,Pacific/Tahiti
NTGP,PKP,Puka Puka Airport,,,PF,5,-14.80949974,-138.8130035,Pacific/Tahiti
NTGQ,PUK,Pukarua Airport,Pukarua,Îles-Tuamotu-Gambier,PF,5,-18.29560089,-137.0169983,Pacific/Tahiti
NTGT,TKP,Takapoto Airport,,,PF,12,-14.70950031,-145.2460022,Pacific/Tahiti
NTGU,AXR,Arutua Airport,,Îles-Tuamotu-Gambier,PF,9,-15.2482996,-146.6170044,Pacific/Tahiti
NTGV,MVT,Mataiva Airport,,,PF,11,-14.86810017,-148.7169952,Pacific/Tahiti
NTGW,NUK,Nukutavake Airport,Nukutavake,Îles-Tuamotu-Gambier,PF,17,-19.28499985,-138.7720032,Pacific/Tahiti
NTGY,ZTA,Tureia Airport,,,PF,12,-20.78969955,-138.5700073,Pacific/Tahiti
NTHE,AHE,Ahe Airport,Ahe Atoll,Îles-Tuamotu-Gambier,PF,11,-14.42809963,-146.2570038,Pacific/Tahiti
NTKA,KHZ,Kauehi Airport,Kauehi,,PF,13,-15.78079987,-145.1239929,Pacific/Tahiti
NTKF,FAC,Faaite Airport,,Îles-Tuamotu-Gambier,PF,7,-16.68670082,-145.3289948,Pacific/Tahiti
NTKH,FHZ,Fakahina Airport,Fakahina,,PF,3,-15.9921999,-140.1649933,Pacific/Tahiti
NTKK,RKA,Aratika Nord Airport,,,PF,10,-15.48530006,-145.4700012,Pacific/Tahiti
NTKO,RRR,Raroia Airport,,Îles-Tuamotu-Gambier,PF,18,-16.045,-142.476944,Pacific/Tahiti
NTKR,TKX,Takaroa Airport,,Îles-Tuamotu-Gambier,PF,13,-14.45580006,-145.0249939,Pacific/Tahiti
NTMD,NHV,Nuku Hiva Airport,,Îles-Marquises,PF,220,-8.795599937,-140.2290039,Pacific/Marquesas
NTMN,AUQ,Hiva Oa-Atuona Airport,,Îles-Marquises,PF,1481,-9.768790245,-139.0110016,Pacific/Marquesas
NTMP,UAP,Ua Pou Airport,Ua Pou,Îles-Marquises,PF,16,-9.351670265,-140.0780029,Pacific/Marquesas
NTMU,UAH,Ua Huka Airport,Ua Huka,Îles-Marquises,PF,160,-8.936109543,-139.552002,Pacific/Marquesas
NTTB,BOB,Bora Bora Airport,Motu Mute,Leeward-Islands,PF,10,-16.44440079,-151.7510071,Pacific/Tahiti
NTTE,TTI,Tetiaroa Airport,Tetiaroa,,PF,7,-17.01329994,-149.5870056,Pacific/Tahiti
NTTG,RGI,Rangiroa Airport,,Îles-Tuamotu-Gambier,PF,10,-14.95429993,-147.6609955,Pacific/Tahiti
NTTH,HUH,Huahine-Fare Airport,Fare,Leeward-Islands,PF,7,-16.68720055,-151.0220032,Pacific/Tahiti
NTTM,MOZ,Moorea Airport,,Îles-du-Vent,PF,9,-17.48999977,-149.7619934,Pacific/Tahiti
NTTO,HOI,Hao Airport,,Îles-Tuamotu-Gambier,PF,10,-18.07480049,-140.9459991,Pacific/Tahiti
NTTP,MAU,Maupiti Airport,,Leeward-Islands,PF,15,-16.42650032,-152.2440033,Pacific/Tahiti
NTTR,RFP,Raiatea Airport,Uturoa,Leeward-Islands,PF,3,-16.72290039,-151.4660034,Pacific/Tahiti
NTUV,VHZ,Vahitahi Airport,Vahitahi,Îles-Tuamotu-Gambier,PF,9,-18.78000069,-138.8529968,Pacific/Tahiti
NVSA,MTV,Mota Lava Airport,Ablow,,VU,63,-13.66600037,167.7120056,Pacific/Efate
NVSC,SLH,Sola Airport,Sola,Torba,VU,7,-13.85169983,167.5370026,Pacific/Efate
NVSD,TOH,Torres Airstrip,Loh/Linua,Torba,VU,0,-13.32800007,166.6380005,Pacific/Efate
NVSE,EAE,Sangafa Airport,Sangafa,,VU,7,-17.09029961,168.3430023,Pacific/Efate
NVSF,CCV,Craig Cove Airport,Craig Cove,Malampa,VU,69,-16.26499939,167.923996,Pacific/Efate
NVSG,LOD,Longana Airport,Longana,Penama,VU,167,-15.30669975,167.9669952,Pacific/Efate
NVSH,SSR,Sara Airport,Pentecost Island,Penama,VU,0,-15.4708004,168.1519928,Pacific/Efate
NVSI,PBJ,Tavie Airport,Paama Island,Malampa,VU,0,-16.43899918,168.2570038,Pacific/Efate
NVSL,LPM,Lamap Airport,Lamap,Malampa,VU,7,-16.45400047,167.822998,Pacific/Efate
NVSM,LNB,Lamen Bay Airport,Lamen Bay,Shefa,VU,7,-16.58419991,168.1589966,Pacific/Efate
NVSN,MWF,Naone Airport,Maewo Island,Penama,VU,0,-15,168.0829926,Pacific/Efate
NVSO,LNE,Lonorore Airport,Lonorore,Penama,VU,43,-15.86559963,168.1719971,Pacific/Efate
NVSP,NUS,Norsup Airport,Norsup,Malampa,VU,23,-16.07970047,167.401001,Pacific/Efate
NVSQ,ZGU,Gaua Island Airport,Gaua Island,Torba,VU,0,-14.21809959,167.5870056,Pacific/Efate
NVSR,RCL,Redcliffe Airport,Redcliffe,Penama,VU,36,-15.47200012,167.8350067,Pacific/Efate
NVSS,SON,Santo Pekoa International Airport,Luganville,Sanma,VU,184,-15.50500011,167.2200012,Pacific/Efate
NVST,TGH,Tongoa Island Airport,Tongoa Island,Shefa,VU,443,-16.89109993,168.5509949,Pacific/Efate
NVSU,ULB,Ulei Airport,Ambryn Island,Malampa,VU,0,-16.3297,168.3011,Pacific/Efate
NVSV,VLS,Valesdir Airport,Valesdir,Shefa,VU,10,-16.79610062,168.177002,Pacific/Efate
NVSW,WLH,Walaha Airport,Walaha,Penama,VU,151,-15.4119997,167.6909943,Pacific/Efate
NVSX,SWJ,Southwest Bay Airport,Malekula Island,Malampa,VU,0,-16.4864,167.4472,Pacific/Efate
NVSZ,OLJ,North West Santo Airport,Olpoi,Sanma,VU,0,-14.88169956,166.5579987,Pacific/Efate
NVVA,AUY,Anelghowhat Airport,Anelghowhat,Tafea,VU,7,-20.24920082,169.7709961,Pacific/Efate
NVVB,AWD,Aniwa Airport,Aniwa,Tafea,VU,69,-19.23999977,169.6049957,Pacific/Efate
NVVD,DLY,Dillon's Bay Airport,Dillon's Bay,Tafea,VU,538,-18.76939964,169.0010071,Pacific/Efate
NVVF,FTA,Futuna Airport,Futuna Island,Tafea,VU,95,-19.51639938,170.2319946,Pacific/Efate
NVVI,IPA,Ipota Airport,Ipota,Tafea,VU,23,-18.856389,169.283333,Pacific/Efate
NVVQ,UIQ,Quion Hill Airport,Quion Hill,Shefa,VU,16,-17.54000092,168.4420013,Pacific/Efate
NVVV,VLI,Port Vila Bauerfield Airport,Port Vila,Shefa,VU,70,-17.69930077,168.3200073,Pacific/Efate
NVVW,TAH,Tanna Airport,,Tafea,VU,19,-19.45509911,169.223999,Pacific/Efate
NWWA,TGJ,Tiga Airport,Tiga,,NC,128,-21.09609985,167.8040009,Pacific/Noumea
NWWC,BMY,Ile Art - Waala Airport,Waala,North-Province,NC,306,-19.72060013,163.6609955,Pacific/Noumea
NWWD,KNQ,Kone Airport,Kone,,NC,23,-21.05430031,164.8370056,Pacific/Noumea
NWWE,ILP,Ile des Pins Airport,Ile des Pins,,NC,315,-22.58889961,167.4559937,Pacific/Noumea
NWWH,HLU,Nesson Airport,Houailou,,NC,10,-21.25639915,165.6170044,Pacific/Noumea
NWWK,KOC,Koumac Airport,Koumac,,NC,42,-20.54630089,164.2559967,Pacific/Noumea
NWWL,LIF,Lifou Airport,Lifou,Loyalty-Islands,NC,92,-20.77479935,167.2400055,Pacific/Noumea
NWWM,GEA,Noumea Magenta Airport,Noumea,South-Province,NC,10,-22.25830078,166.4730072,Pacific/Noumea
NWWO,IOU,Edmond Cane Airport,Ile Ouen,,NC,7,-22.45999908,166.7830048,Pacific/Noumea
NWWP,PUV,Poum Airport,Poum,,NC,6,-20.28919983,164.098999,Pacific/Noumea
NWWQ,PDC,Mueo Airport,Mueo,,NC,0,-21.31640053,164.9989929,Pacific/Noumea
NWWR,MEE,Mare Airport,Mare,Loyalty-Islands,NC,141,-21.4817009,168.0379944,Pacific/Noumea
NWWU,TOU,Touho Airport,Touho,,NC,10,-20.79000092,165.2590027,Pacific/Noumea
NWWV,UVE,Ouvea Airport,Ouvea,Loyalty-Islands,NC,23,-20.6406002,166.572998,Pacific/Noumea
NWWW,NOU,La Tontouta International Airport,Noumea,South-Province,NC,52,-22.01460075,166.2129974,Pacific/Noumea
NZAA,AKL,Auckland International Airport,Auckland,Auckland,NZ,23,-37.0080986,174.7920074,Pacific/Auckland
NZAP,TUO,Taupo Airport,Taupo,Auckland,NZ,1335,-38.73970032,176.0839996,Pacific/Auckland
NZAR,AMZ,Ardmore Airport,Manurewa,Auckland,NZ,111,-37.02970123,174.9730072,Pacific/Auckland
NZAS,ASG,Ashburton Aerodrome,,Canterbury,NZ,302,-43.90330124,171.7969971,Pacific/Auckland
NZCH,CHC,Christchurch International Airport,Christchurch,Canterbury,NZ,123,-43.48939896,172.5319977,Pacific/Auckland
NZCI,CHT,Chatham Islands-Tuuta Airport,Waitangi,Chatham-Islands,NZ,43,-43.81000137,-176.4570007,Pacific/Chatham
NZCX,CMV,Coromandel Aerodrome,,Waikato,NZ,10,-36.79169846,175.5090027,Pacific/Auckland
NZDA,DGR,Dargaville Aerodrome,,Northland,NZ,10,-35.93970108,173.8939972,Pacific/Auckland
NZDN,DUD,Dunedin Airport,Dunedin,Otago,NZ,4,-45.92810059,170.197998,Pacific/Auckland
NZFJ,WHO,Franz Josef Aerodrome,,West-Coast,NZ,240,-43.36309814,170.1340027,Pacific/Auckland
NZGB,GBZ,Great Barrier Aerodrome,Claris,Auckland,NZ,20,-36.24140167,175.4720001,Pacific/Auckland
NZGM,GMN,Greymouth Airport,,West-Coast,NZ,10,-42.46170044,171.1900024,Pacific/Auckland
NZGS,GIS,Gisborne Airport,Gisborne,Gisborne,NZ,15,-38.66329956,177.9779968,Pacific/Auckland
NZGT,GTN,Glentanner Airport,Glentanner Station,Canterbury,NZ,1824,-43.90670013,170.128006,Pacific/Auckland
NZHK,HKK,Hokitika Airfield,,West-Coast,NZ,146,-42.71360016,170.9850006,Pacific/Auckland
NZHN,HLZ,Hamilton International Airport,Hamilton,Waikato,NZ,172,-37.86669922,175.3320007,Pacific/Auckland
NZKE,WIK,Waiheke Reeve Airport,,Auckland,NZ,226,-36.80889893,175.0859985,Pacific/Auckland
NZKI,KBZ,Kaikoura Airport,,Marlborough,NZ,20,-42.42499924,173.6049957,Pacific/Auckland
NZKK,KKE,Kerikeri Airport,Kerikeri,Northland,NZ,492,-35.26279831,173.9120026,Pacific/Auckland
NZKO,KKO,Kaikohe Airport,,Auckland,NZ,571,-35.4510994,173.8170013,Pacific/Auckland
NZKT,KAT,Kaitaia Airport,Kaitaia,Auckland,NZ,270,-35.06999969,173.2850037,Pacific/Auckland
NZLX,ALR,Alexandra Airport,Alexandra,Otago,NZ,752,-45.21170044,169.3730011,Pacific/Auckland
NZMA,MTA,Matamata Glider Airport,,Auckland,NZ,180,-37.7344017,175.7420044,Pacific/Auckland
NZMC,MON,Mount Cook Airport,,Canterbury,NZ,2153,-43.76499939,170.1329956,Pacific/Auckland
NZMF,MFN,Milford Sound Airport,,Southland,NZ,10,-44.6733017,167.9230042,Pacific/Auckland
NZMK,MZP,Motueka Airport,,Nelson,NZ,39,-41.12329865,172.9889984,Pacific/Auckland
NZMO,TEU,Manapouri Airport,,Southland,NZ,687,-45.53310013,167.6499939,Pacific/Auckland
NZMS,MRO,Hood Airport,Masterton,Wellington,NZ,364,-40.97330093,175.6340027,Pacific/Auckland
NZNP,NPL,New Plymouth Airport,New Plymouth,Taranaki,NZ,97,-39.00859833,174.1790009,Pacific/Auckland
NZNR,NPE,Napier Airport,,Hawke's-Bay,NZ,6,-39.46580124,176.8699951,Pacific/Auckland
NZNS,NSN,Nelson Airport,Nelson,Nelson,NZ,17,-41.2983017,173.220993,Pacific/Auckland
NZNV,IVC,Invercargill Airport,Invercargill,Southland,NZ,5,-46.41239929,168.3130035,Pacific/Auckland
NZOH,OHA,RNZAF Base Ohakea,,Wellington,NZ,164,-40.20600128,175.3880005,Pacific/Auckland
NZOU,OAM,Oamaru Airport,,Otago,NZ,99,-44.97000122,171.0820007,Pacific/Auckland
NZPM,PMR,Palmerston North Airport,,Wellington,NZ,151,-40.3205986,175.6170044,Pacific/Auckland
NZPN,PCN,Picton Aerodrome,Picton,Marlborough,NZ,161,-41.34609985,173.9559937,Pacific/Auckland
NZPP,PPQ,Paraparaumu Airport,,Wellington,NZ,22,-40.90470123,174.9889984,Pacific/Auckland
NZQN,ZQN,Queenstown International Airport,Queenstown,Otago,NZ,1171,-45.02109909,168.7389984,Pacific/Auckland
NZRA,RAG,Raglan Airfield,,Waikato,NZ,10,-37.80469894,174.8600006,Pacific/Auckland
NZRC,SZS,Ryans Creek Aerodrome,Oban,Southland,NZ,62,-46.89970016,168.1009979,Pacific/Auckland
NZRO,ROT,Rotorua Regional Airport,Rotorua,Auckland,NZ,935,-38.10919952,176.3170013,Pacific/Auckland
NZTG,TRG,Tauranga Airport,Tauranga,Bay-of-Plenty,NZ,13,-37.6719017,176.1959991,Pacific/Auckland
NZTH,TMZ,Thames Aerodrome,,Waikato,NZ,10,-37.15670013,175.5500031,Pacific/Auckland
NZTK,KTF,Takaka Airport,,Tasman,NZ,102,-40.81330109,172.7749939,Pacific/Auckland
NZTO,TKZ,Tokoroa Airfield,Tokoroa,Waikato,NZ,1220,-38.23669815,175.8919983,Pacific/Auckland
NZTS,THH,Taharoa Aerodrome,Taharoa,Waikato,NZ,69,-38.18109894,174.7079926,Pacific/Auckland
NZTU,TIU,Timaru Airport,,Canterbury,NZ,89,-44.30279922,171.2250061,Pacific/Auckland
NZUK,TWZ,Pukaki Airport,Twitzel,Canterbury,NZ,1575,-44.23500061,170.1179962,Pacific/Auckland
NZWB,BHE,Woodbourne Airport,Blenheim,Marlborough,NZ,109,-41.5182991,173.8699951,Pacific/Auckland
NZWF,WKA,Wanaka Airport,,Otago,NZ,1142,-44.72219849,169.2460022,Pacific/Auckland
NZWK,WHK,Whakatane Airport,,Auckland,NZ,20,-37.92060089,176.9140015,Pacific/Auckland
NZWN,WLG,Wellington International Airport,Wellington,Wellington,NZ,41,-41.32720184,174.8049927,Pacific/Auckland
NZWO,WIR,Wairoa Airport,Wairoa,Hawke's-Bay,NZ,42,-39.00690079,177.4069977,Pacific/Auckland
NZWR,WRE,Whangarei Airport,,Northland,NZ,133,-35.7682991,174.3650055,Pacific/Auckland
NZWS,WSZ,Westport Airport,,West-Coast,NZ,13,-41.73809814,171.5809937,Pacific/Auckland
NZWT,WTZ,Whitianga Airport,,Auckland,NZ,10,-36.83169937,175.6790009,Pacific/Auckland
NZWU,WAG,Wanganui Airport,Wanganui,Manawatu-Wanganui,NZ,27,-39.96220016,175.0249939,Pacific/Auckland
OABN,BIN,Bamiyan Airport,Bamiyan,Bamyan,AF,8367,34.81700134,67.81700134,Asia/Kabul
OABT,BST,Bost Airport,Bost,Helmand,AF,2464,31.55970001,64.36499786,Asia/Kabul
OACC,CCN,Chakcharan Airport,Chakcharan,Ghowr,AF,7383,34.53300095,65.26699829,Asia/Kabul
OADZ,DAZ,Darwaz Airport,Darwaz,Badakhshan,AF,5250,38.46110153,70.88249969,Asia/Kabul
OAFR,FAH,Farah Airport,Farah,Farah,AF,3083,32.36700058,62.18299866,Asia/Kabul
OAFZ,FBD,Faizabad Airport,Faizabad,Badakhshan,AF,3872,37.12110138,70.51809692,Asia/Kabul
OAHN,KWH,Khwahan Airport,Khwahan,Badakhshan,AF,3593,37.88299942,70.21700287,Asia/Kabul
OAHR,HEA,Herat Airport,,Herat,AF,3206,34.20999908,62.22829819,Asia/Kabul
OAIX,OAI,Bagram Air Base,Bagram,Parwan,AF,4895,34.94609833,69.26499939,Asia/Kabul
OAJL,JAA,Jalalabad Airport,,Nangarhar,AF,1814,34.39979935,70.49859619,Asia/Kabul
OAKB,KBL,Kabul International Airport,Kabul,Kabul,AF,5877,34.5658989,69.21230316,Asia/Kabul
OAKN,KDH,Kandahar Airport,,Kandahar,AF,3337,31.50580025,65.84780121,Asia/Kabul
OAKS,KHT,Khost Airport,Khost,Khowst,AF,3756,33.33340073,69.95200348,Asia/Kabul
OAMN,MMZ,Maimana Airport,,Faryab,AF,2743,35.93080139,64.7609024,Asia/Kabul
OAMS,MZR,Mazar I Sharif Airport,,Balkh,AF,1284,36.70690155,67.20970154,Asia/Kabul
OAQN,LQN,Qala-I-Naw Airport,Qala-I-Naw,Badghis,AF,2999,34.98500061,63.11780167,Asia/Kabul
OASA,OAS,Sharana Airstrip,Sharana,Paktika,AF,7340,33.12575,68.838517,Asia/Kabul
OASD,OAH,Shindand Airport,,Herat,AF,3773,33.3913002,62.26100159,Asia/Kabul
OASN,SGA,Sheghnan Airport,Sheghnan,Badakhshan,AF,6700,37.56700134,71.5,Asia/Kabul
OATN,TII,Tarin Kowt Airport,Tarin Kowt,Oruzgan,AF,4429,32.60419846,65.86579895,Asia/Kabul
OAUZ,UND,Konduz Airport,,Kunduz,AF,1457,36.6651001,68.91079712,Asia/Kabul
OAZI,OAZ,Camp Bastion Airport,,Helmand,AF,2943,31.86380005,64.22460175,Asia/Kabul
OAZJ,ZAJ,Zaranj Airport,Zaranj,,AF,1572,30.972222,61.865833,Asia/Kabul
OBBI,BAH,Bahrain International Airport,Manama,Muharraq,BH,6,26.27079964,50.63359833,Asia/Bahrain
OEAB,AHB,Abha Regional Airport,Abha,,SA,6858,18.24040031,42.65660095,Asia/Riyadh
OEAH,HOF,Al Ahsa Airport,,Eastern-Province,SA,588,25.2852993,49.48519897,Asia/Riyadh
OEBA,ABT,Al Baha Airport,,,SA,5486,20.29610062,41.63430023,Asia/Riyadh
OEBH,BHH,Bisha Airport,,,SA,3887,19.9843998,42.6208992,Asia/Riyadh
OEDF,DMM,King Fahd International Airport,Ad Dammam,Eastern-Province,SA,72,26.47120094,49.79790115,Asia/Riyadh
OEDR,DHA,King Abdulaziz Air Base,,Eastern-Province,SA,84,26.26539993,50.15200043,Asia/Riyadh
OEDW,DWD,Dawadmi Domestic Airport,Dawadmi,Ar-Riyāḑ,SA,3429,24.5,44.40000153,Asia/Riyadh
OEGN,GIZ,Jizan Regional Airport,Jizan,Jizan,SA,20,16.90110016,42.58580017,Asia/Riyadh
OEGS,ELQ,Gassim Airport,,,SA,2126,26.30279922,43.7743988,Asia/Riyadh
OEGT,URY,Guriat Domestic Airport,,Al-Jawf,SA,1672,31.41189957,37.27949905,Asia/Riyadh
