aircraft_id,aircraft_manufacturer,model,msn,delivery_date,first_flight_date,build_year,current_status
30993,Boeing,737,33629,02-07-08,01-24-08,2008,Active
34896,Boeing,737,33630,02-08-08,01-30-08,2008,Active
11807,Boeing,737,33631,03-04-08,02-17-08,2008,Active
38969,Boeing,737,33632,03-13-08,02-28-08,2008,Active
9520,Boeing,737,33633,03-12-08,03-03-08,2008,Active
22405,Boeing,737,33634,12-19-08,12-01-08,2008,Active
21611,Boeing,737,33635,01-16-09,11-22-08,2008,Active
32013,Boeing,737,33636,09-12-08,08-23-08,2008,Active
11032,Boeing,737,33637,10-19-07,10-03-07,2007,Active
36022,Boeing,737,33638,02-19-08,02-06-08,2008,Active
21350,Boeing,737,33639,03-26-08,03-17-08,2008,Written Off
21610,Boeing,737,33640,03-05-07,02-20-07,2007,Active
37806,Boeing,737,33641,03-29-07,03-20-07,2007,Active
38754,Boeing,737,33642,09-25-07,09-12-07,2007,Active
6850,Boeing,737,33643,10-19-07,10-03-07,2007,Active
10712,Boeing,737,33644,07-29-05,07-06-05,2005,Active
35787,Boeing,737,33645,08-11-05,07-20-05,2005,Active
36154,Boeing,737,33646,08-11-05,07-26-05,2005,Active
12801,Boeing,737,33648,06-09-05,05-23-05,2005,Active
15185,Boeing,737,33649,07-29-05,07-20-05,2005,Active
34225,Boeing,737,33654,10-24-05,05-27-05,2005,Active
6719,Boeing,737,33656,11-21-02,11-13-02,2002,Active
31297,Boeing,737,33657,12-09-02,11-24-02,2002,Active
23819,Boeing,737,33658,12-16-02,12-03-02,2002,Active
40299,Boeing,737,33659,12-17-02,12-05-02,2002,Active
10376,Boeing,737,33660,07-26-05,07-11-05,2005,Active
23238,Boeing,737,33661,08-16-05,08-03-05,2005,Active
31356,Boeing,737,33663,12-21-05,12-08-05,2005,Active
39178,Boeing,737,33664,06-17-05,05-27-05,2005,Active
39689,Boeing,737,33665,08-26-05,08-10-05,2005,Active
33968,Boeing,737,33666,07-19-05,06-23-05,2005,Active
23124,Boeing,737,33677,04-20-04,04-02-04,2004,Active
36912,Boeing,737,33679,06-27-03,06-16-03,2003,Active
28480,Boeing,737,33680,09-30-03,09-03-03,2003,Active
14878,Boeing,737,33697,04-11-03,03-19-03,2003,Active
11804,Boeing,737,33698,07-08-03,06-23-03,2003,Active
8617,Boeing,737,33699,04-17-03,04-03-03,2003,Active
37456,Boeing,737,33705,05-19-04,05-06-04,2004,Active
37084,Boeing,737,33706,06-09-04,05-27-04,2004,Active
9280,Boeing,737,33707,09-10-03,08-25-03,2003,Active
12394,Boeing,737,33708,10-22-03,08-29-03,2003,Active
10461,Boeing,737,33709,10-06-03,09-18-03,2003,Active
39732,Boeing,737,33710,11-05-03,10-08-03,2003,Active
33058,Boeing,737,33715,03-21-03,03-07-03,2003,Active
35138,Boeing,737,33716,03-28-03,03-17-03,2003,Active
11565,Boeing,737,33717,04-17-03,04-04-03,2003,Active
40107,Boeing,737,33718,04-22-03,04-08-03,2003,Active
11809,Boeing,737,33719,04-23-03,04-09-03,2003,Active
11260,Boeing,737,33720,11-19-03,10-24-03,2003,Active
33768,Boeing,737,33721,12-17-03,11-03-03,2003,Active
23514,Boeing,737,33722,05-28-03,05-08-03,2003,Active
8601,Boeing,737,33723,06-13-03,05-29-03,2003,Active
36462,Boeing,737,33724,06-20-03,06-10-03,2003,Active
8353,Boeing,737,33725,07-22-03,07-08-03,2003,Active
21351,Boeing,737,33740,10-03-03,07-02-03,2003,Active
37388,Boeing,737,33758,08-13-03,07-22-03,2003,Active
39954,Boeing,737,33759,08-20-03,07-31-03,2003,Active
32738,Boeing,737,33760,11-24-03,11-11-03,2003,Active
39265,Boeing,737,33761,12-11-03,11-25-03,2003,Active
2714,Boeing,737,33762,07-08-04,06-23-04,2004,Active
33060,Boeing,737,33763,07-13-04,06-29-04,2004,Active
9033,Boeing,737,33764,11-24-03,11-04-03,2003,Active
31343,Boeing,737,33765,07-21-04,07-07-04,2004,Active
1918,Boeing,737,33766,07-29-05,07-15-05,2005,Active
1002,Boeing,737,33783,10-07-03,09-08-03,2003,Active
40543,Boeing,737,33784,10-21-03,09-29-03,2003,Active
24820,Boeing,737,33785,11-04-03,10-10-03,2003,Active
22987,Boeing,737,33786,11-17-03,10-24-03,2003,Active
33061,Boeing,737,33787,12-15-03,12-04-03,2003,Active
39579,Boeing,737,33788,01-27-04,01-16-04,2004,Active
6891,Boeing,737,33789,06-29-04,06-09-04,2004,Active
26311,Boeing,737,33790,07-20-04,06-24-04,2004,Active
5106,Boeing,737,33791,08-24-04,08-07-04,2004,Active
9571,Boeing,737,33792,09-21-04,09-01-04,2004,Active
13197,Boeing,737,33793,11-15-04,10-18-04,2004,Active
19087,Boeing,737,33794,09-12-03,08-18-03,2003,Active
32087,Boeing,737,33795,09-11-03,08-20-03,2003,Active
40913,Boeing,737,33796,09-16-03,08-26-03,2003,Active
9841,Boeing,737,33797,10-09-03,09-19-03,2003,Active
34941,Boeing,737,33798,10-16-03,09-25-03,2003,Active
33271,Boeing,737,33799,03-17-04,02-20-04,2004,Active
21118,Boeing,737,33800,05-28-04,03-29-04,2004,Active
23489,Boeing,737,33801,05-21-04,05-04-04,2004,Active
17919,Boeing,737,33802,02-09-04,01-21-04,2004,Active
1033,Boeing,737,33803,03-17-04,03-03-04,2004,Stored
6378,Boeing,737,33804,07-01-04,06-17-04,2004,Active
8621,Boeing,737,33805,07-02-04,06-18-04,2004,Active
23167,Boeing,737,33806,10-01-04,09-10-04,2004,Active
11242,Boeing,737,33807,10-01-04,09-15-04,2004,Active
35910,Boeing,737,33808,11-01-04,10-06-04,2004,Active
23171,Boeing,737,33809,11-01-04,10-08-04,2004,Active
23783,Boeing,737,33810,11-01-04,10-16-04,2004,Active
35429,Boeing,737,33811,12-02-04,11-16-04,2004,Active
18795,Boeing,737,33812,12-03-04,11-18-04,2004,Active
24884,Boeing,737,33813,12-11-04,11-23-04,2004,Active
11131,Boeing,737,33814,12-14-04,11-29-04,2004,Active
34603,Boeing,737,33815,01-26-05,01-12-05,2004,Active
34957,Boeing,737,33816,02-25-05,02-11-05,2005,Active
14995,Boeing,737,33817,03-29-05,03-17-05,2005,Active
12070,Boeing,737,33818,04-11-05,03-28-05,2005,Active
4835,Boeing,737,33819,04-20-05,04-05-05,2005,Active
32130,Boeing,737,33820,04-28-05,04-18-05,2005,Active
25972,Boeing,737,33821,04-28-05,04-16-05,2005,Active
8599,Boeing,737,33822,10-24-05,10-15-05,2005,Active
6606,Boeing,737,33823,11-23-05,11-11-05,2005,Active
2453,Boeing,737,33824,12-06-05,11-21-05,2005,Active
25996,Boeing,737,33825,01-13-06,12-21-05,2005,Active
12588,Boeing,737,33826,08-26-04,07-26-04,2004,Active
33069,Boeing,737,33828,12-07-06,11-21-06,2006,Active
33702,Boeing,737,33829,06-14-04,06-01-04,2004,Active
36508,Boeing,737,33830,06-17-04,06-03-04,2004,Active
37602,Boeing,737,33831,07-16-04,07-02-04,2004,Active
23021,Boeing,737,33832,07-22-04,07-09-04,2004,Active
27148,Boeing,737,33833,04-06-05,03-26-05,2005,Active
36525,Boeing,737,33834,05-10-06,04-25-06,2006,Active
12587,Boeing,737,33836,12-19-04,11-01-04,2004,Active
4286,Boeing,737,33841,09-24-04,09-09-04,2004,Active
14554,Boeing,737,33852,10-04-04,09-16-04,2004,Active
34836,Boeing,737,33853,10-13-04,09-30-04,2004,Active
22685,Boeing,737,33854,10-06-04,09-23-04,2004,Active
5805,Boeing,737,33855,10-15-04,10-04-04,2004,Active
40448,Boeing,737,33856,04-13-04,03-31-04,2004,Active
9503,Boeing,737,33857,04-23-04,04-12-04,2004,Active
14309,Boeing,737,33858,06-23-04,06-08-04,2004,Active
9392,Boeing,737,33859,06-24-04,06-10-04,2004,Active
34979,Boeing,737,33860,06-29-04,06-16-04,2004,Active
31458,Boeing,737,33861,07-27-04,07-14-04,2004,Active
15159,Boeing,737,33866,11-12-04,10-29-04,2004,Active
9474,Boeing,737,33867,11-02-04,10-14-04,2004,Active
3411,Boeing,737,33868,12-13-04,12-01-04,2004,Active
41088,Boeing,737,33869,12-23-04,12-08-04,2004,Active
12029,Boeing,737,33872,01-25-06,01-09-06,2006,Active
25642,Boeing,737,33873,02-15-06,02-02-06,2006,Active
37047,Boeing,737,33874,03-13-06,02-25-06,2006,Active
14523,Boeing,737,33875,06-25-06,06-06-06,2006,Active
10564,Boeing,737,33876,07-18-06,07-07-06,2006,Active
33513,Boeing,737,33877,10-25-06,10-11-06,2006,Active
31649,Boeing,737,33878,01-10-07,12-15-06,2006,Active
8555,Boeing,737,33879,02-14-07,01-15-07,2007,Scrapped
21657,Boeing,737,33880,08-16-07,03-28-07,2007,Scrapped
1447,Boeing,737,33881,06-28-07,06-12-07,2007,Active
33055,Boeing,737,33882,05-22-07,05-11-07,2007,Active
38021,Boeing,737,33883,09-10-07,08-21-07,2007,Active
40578,Boeing,737,33884,02-13-08,01-30-08,2008,Active
18142,Boeing,737,33885,04-21-08,04-04-08,2008,Active
5650,Boeing,737,33886,05-19-08,05-01-08,2008,Active
26010,Boeing,737,33887,06-19-08,06-03-08,2008,Active
24239,Boeing,737,33888,10-10-07,09-17-07,2007,Active
8885,Boeing,737,33889,01-23-08,01-11-08,2008,Active
27967,Boeing,737,33890,03-11-09,02-27-09,2009,Active
24280,Boeing,737,33891,12-15-08,10-24-08,2008,Active
25279,Boeing,737,33892,05-20-09,04-17-09,2009,Active
38,Boeing,737,33893,06-15-09,06-02-09,2009,Active
34268,Boeing,737,33894,09-14-09,07-10-09,2009,Active
633,Boeing,737,33895,10-13-09,09-01-09,2009,Active
32625,Boeing,737,33896,12-09-09,10-14-09,2009,Active
28449,Boeing,737,33897,12-23-09,12-03-09,2009,Active
29314,Boeing,737,33898,08-25-10,08-10-10,2010,Active
31199,Boeing,737,33899,09-27-10,09-13-10,2010,Active
22825,Boeing,737,33900,10-10-06,09-26-06,2006,Active
18750,Boeing,737,33901,10-28-10,10-18-10,2010,Active
15819,Boeing,737,33902,11-21-10,11-13-10,2010,Active
7946,Boeing,737,33903,12-20-10,12-07-10,2010,Active
5251,Boeing,737,33904,08-13-13,07-31-13,2013,Active
24553,Boeing,737,33905,10-08-13,09-26-13,2013,Active
31095,Boeing,737,33906,04-02-14,03-24-14,2014,Active
40115,Boeing,737,33907,05-21-14,05-13-14,2014,Active
25060,Boeing,737,33908,08-06-14,07-30-14,2014,Active
12220,Boeing,737,33909,04-07-11,03-19-11,2011,Active
33079,Boeing,737,33910,08-28-12,08-17-12,2012,Active
18638,Boeing,737,33911,06-21-11,06-15-11,2011,Active
23551,Boeing,737,33912,10-30-12,10-18-12,2012,Active
27327,Boeing,737,33913,12-18-12,12-05-12,2012,Active
8406,Boeing,737,33914,02-04-13,01-28-13,2013,Active
26012,Boeing,737,33915,04-15-13,04-10-13,2013,Active
9260,Boeing,737,33916,11-21-05,08-22-05,2005,Active
35665,Boeing,737,33917,08-16-04,07-28-04,2004,Active
33017,Boeing,737,33918,09-17-04,09-02-04,2004,Active
34977,Boeing,737,33919,06-17-05,06-09-05,2005,Active
14721,Boeing,737,33920,07-22-05,07-14-05,2005,Active
22663,Boeing,737,33921,08-26-05,08-15-05,2005,Active
33111,Boeing,737,33922,01-12-06,01-04-06,2006,Active
14388,Boeing,737,33923,10-24-06,10-09-06,2006,Active
27514,Boeing,737,33924,05-08-06,04-26-06,2006,Active
11241,Boeing,737,33925,06-13-06,06-05-06,2006,Active
34835,Boeing,737,33926,07-20-06,07-07-06,2006,Active
9894,Boeing,737,33927,02-01-07,01-18-07,2007,Active
33112,Boeing,737,33928,02-22-07,02-09-07,2007,Active
14366,Boeing,737,33929,12-08-06,11-29-06,2006,Active
16670,Boeing,737,33930,12-21-06,12-15-06,2006,Active
14326,Boeing,737,33931,03-16-07,03-10-07,2007,Active
2762,Boeing,737,33932,04-30-07,04-03-07,2007,Stored
38426,Boeing,737,33933,05-25-07,05-18-07,2007,Active
821,Boeing,737,33934,06-15-07,06-08-07,2007,Active
1294,Boeing,737,33935,07-16-07,06-26-07,2007,Active
22858,Boeing,737,33936,04-14-11,03-30-11,2011,Active
33114,Boeing,737,33937,05-18-16,04-26-16,2016,Active
923,Boeing,737,33938,05-15-09,03-28-09,2009,Active
8124,Boeing,737,33939,11-08-13,10-17-13,2013,Active
31318,Boeing,737,33942,07-20-16,07-07-16,2016,Active
16451,Boeing,737,33943,03-20-08,03-12-08,2008,Active
32408,Boeing,737,33944,04-16-08,03-31-08,2008,Active
34929,Boeing,737,33956,01-21-05,01-05-05,2005,Active
6271,Boeing,737,33962,02-03-14,12-03-04,2004,Active
36973,Boeing,737,33963,12-21-05,12-09-05,2005,Active
9590,Boeing,737,33965,10-17-06,10-05-06,2006,Active
9221,Boeing,737,33969,06-28-04,06-15-04,2004,Active
18057,Boeing,737,33970,08-19-04,08-05-04,2004,Active
21346,Boeing,737,33971,10-04-04,09-19-04,2004,Active
40352,Boeing,737,33972,11-03-04,10-20-04,2004,Active
7937,Boeing,737,33973,11-17-04,11-03-04,2004,Active
17114,Boeing,737,33974,11-23-04,11-09-04,2004,Active
25127,Boeing,737,33975,05-25-05,05-12-05,2005,Active
35366,Boeing,737,33976,07-06-05,06-25-05,2005,Active
25695,Boeing,737,33977,02-23-06,02-09-06,2006,Active
18615,Boeing,737,33978,06-01-06,05-16-06,2006,Active
34511,Boeing,737,33979,06-09-06,05-31-06,2006,Active
10205,Boeing,737,33980,04-23-07,04-10-07,2007,Active
793,Boeing,737,33981,05-22-07,05-11-07,2007,Active
38261,Boeing,737,33982,08-06-07,07-19-07,2007,Active
12622,Boeing,737,33986,05-01-06,04-19-06,2006,Active
36374,Boeing,737,33987,05-21-12,06-29-06,2006,Active
12400,Boeing,737,33988,08-12-04,07-30-04,2004,Active
33402,Boeing,737,33989,08-17-04,08-04-04,2004,Active
16356,Boeing,737,33990,08-23-04,08-10-04,2004,Active
36197,Boeing,737,33991,12-02-04,11-12-04,2004,Active
14278,Boeing,737,33992,05-12-05,05-03-05,2005,Active
34095,Boeing,737,33993,05-23-05,05-06-05,2005,Active
35953,Boeing,737,33994,06-14-05,06-01-05,2005,Active
31614,Boeing,737,33995,06-30-05,06-20-05,2005,Active
6775,Boeing,737,33996,08-16-04,07-29-04,2004,Active
38695,Boeing,737,33997,08-27-04,08-11-04,2004,Active
24499,Boeing,737,33998,08-26-04,08-15-04,2004,Active
6666,Boeing,737,33999,02-17-05,02-04-05,2005,Active
7911,Boeing,737,34000,08-22-05,07-30-05,2005,Active
2872,Boeing,737,34001,08-30-05,08-19-05,2005,Active
30987,Boeing,737,34002,09-19-05,08-26-05,2005,Active
4181,Boeing,737,34003,10-17-05,10-08-05,2005,Active
39847,Boeing,737,34004,11-21-05,11-04-05,2005,Active
32895,Boeing,737,34005,11-29-05,11-14-05,2005,Active
36567,Boeing,737,34006,10-07-04,09-27-04,2004,Active
35046,Boeing,737,34010,03-16-05,03-02-05,2005,Active
31876,Boeing,737,34011,03-28-05,03-17-05,2005,Active
34509,Boeing,737,34012,03-31-05,03-18-05,2005,Active
18706,Boeing,737,34013,09-21-04,09-03-04,2004,Active
13402,Boeing,737,34014,10-12-04,,2004,Active
24232,Boeing,737,34015,11-02-04,10-13-04,2004,Active
32068,Boeing,737,34019,07-20-05,07-11-05,2005,Active
32966,Boeing,737,34020,08-16-05,08-02-05,2005,Active
7783,Boeing,737,34021,08-24-05,08-12-05,2005,Active
24016,Boeing,737,34022,09-15-05,08-29-05,2005,Active
10979,Boeing,737,34023,10-25-05,10-08-05,2005,Active
22829,Boeing,737,34024,05-09-05,04-22-05,2005,Active
30685,Boeing,737,34025,06-13-05,05-25-05,2005,Active
18015,Boeing,737,34026,06-27-05,06-15-05,2005,Active
33126,Boeing,737,34027,08-12-05,07-29-05,2005,Active
9245,Boeing,737,34028,08-19-05,08-08-05,2005,Active
40656,Boeing,737,34029,04-20-06,04-04-06,2006,Active
4484,Boeing,737,34030,11-04-05,10-14-05,2005,Active
35490,Boeing,737,34031,03-05-09,01-28-09,2009,Active
23622,Boeing,737,34032,03-30-09,02-19-09,2009,Active
3459,Boeing,737,34033,03-31-09,03-17-09,2009,Active
34102,Boeing,737,34034,05-27-09,05-11-09,2009,Active
18645,Boeing,737,34151,04-08-05,03-31-05,2005,Active
33068,Boeing,737,34152,05-25-05,05-16-05,2005,Active
40127,Boeing,737,34153,06-23-05,06-07-05,2005,Active
2884,Boeing,737,34154,06-28-05,06-13-05,2005,Active
37592,Boeing,737,34155,08-19-05,08-05-05,2005,Active
36432,Boeing,737,34156,10-17-05,10-06-05,2005,Active
9482,Boeing,737,34157,11-23-05,11-09-05,2005,Active
18016,Boeing,737,34162,04-13-05,04-05-05,2005,Active
33529,Boeing,737,34163,04-29-05,04-18-05,2005,Active
37919,Boeing,737,34164,07-18-05,07-02-05,2005,Active
26233,Boeing,737,34165,08-19-05,08-01-05,2005,Active
781,Boeing,737,34166,08-22-05,08-08-05,2005,Active
9839,Boeing,737,34167,03-31-05,03-15-05,2005,Active
2964,Boeing,737,34168,04-29-05,04-15-05,2005,Active
11735,Boeing,737,34169,04-22-07,04-07-07,2007,Active
40876,Boeing,737,34170,04-29-05,04-22-05,2005,Active
27162,Boeing,737,34171,06-30-09,06-17-09,2009,Active
33188,Boeing,737,34172,04-21-10,04-05-10,2010,Active
40973,Boeing,737,34173,05-04-10,04-24-10,2010,Active
23483,Boeing,737,34177,03-28-06,03-08-06,2006,Active
4433,Boeing,737,34178,04-25-06,04-18-06,2005,Active
16357,Boeing,737,34180,11-18-05,11-04-05,2005,Active
9235,Boeing,737,34181,01-09-06,12-14-05,2005,Active
1104,Boeing,737,34182,01-13-06,12-15-05,2005,Active
14201,Boeing,737,34183,01-18-06,12-20-05,2005,Active
10413,Boeing,737,34184,01-26-06,01-13-06,2006,Active
37585,Boeing,737,34185,02-14-11,01-27-11,2011,Active
39575,Boeing,737,34186,10-14-11,10-02-11,2011,Active
23201,Boeing,737,34187,11-03-11,10-22-11,2011,Active
4464,Boeing,737,34188,02-02-12,01-17-12,2012,Active
23769,Boeing,737,34189,12-06-11,11-17-11,2011,Active
12432,Boeing,737,34190,06-22-11,06-09-11,2011,Active
36062,Boeing,737,34191,07-07-11,06-15-11,2011,Active
3857,Boeing,737,34192,05-13-11,04-28-11,2011,Active
6366,Boeing,737,34193,08-30-11,08-18-11,2011,Active
31653,Boeing,737,34194,04-22-11,04-07-11,2011,Active
41077,Boeing,737,34195,02-07-08,01-21-08,2008,Active
9136,Boeing,737,34196,05-30-08,05-18-08,2008,Active
23173,Boeing,737,34197,06-26-08,06-10-08,2008,Active
8375,Boeing,737,34198,06-30-08,06-22-08,2008,Active
40662,Boeing,737,34199,07-11-08,06-23-08,2008,Active
39237,Boeing,737,34200,09-01-09,07-30-09,2009,Active
24149,Boeing,737,34201,09-04-09,08-11-09,2009,Active
25062,Boeing,737,34202,10-05-09,09-21-09,2009,Active
23549,Boeing,737,34203,02-01-11,01-08-11,2011,Active
33796,Boeing,737,34204,02-16-11,02-01-11,2011,Active
27823,Boeing,737,34217,05-31-05,05-18-05,2005,Active
37429,Boeing,737,34232,06-30-05,06-16-05,2005,Active
38810,Boeing,737,34242,03-25-05,03-14-05,2005,Active
26984,Boeing,737,34247,12-20-05,11-30-05,2005,Active
35770,Boeing,737,34248,11-10-05,10-25-05,2005,Active
32899,Boeing,737,34249,01-30-06,01-17-06,2006,Active
38800,Boeing,737,34250,09-09-05,08-23-05,2005,Active
37759,Boeing,737,34251,11-22-05,,2005,Active
28445,Boeing,737,34252,01-26-06,01-09-06,2006,Active
41041,Boeing,737,34253,02-10-06,01-27-06,2006,Active
33158,Boeing,737,34254,03-21-06,03-10-06,2006,Active
11336,Boeing,737,34255,06-26-06,06-09-06,2006,Active
33087,Boeing,737,34256,07-19-06,06-28-06,2006,Active
3466,Boeing,737,34257,08-22-06,08-08-06,2006,Active
6450,Boeing,737,34258,11-07-06,10-23-06,2006,Active
18417,Boeing,737,34259,08-24-05,08-11-05,2005,Active
6272,Boeing,737,34260,07-14-05,06-29-05,2005,Active
40763,Boeing,737,34262,06-03-05,05-23-05,2005,Active
32061,Boeing,737,34263,07-07-05,06-20-05,2005,Active
25424,Boeing,737,34267,07-09-07,06-22-07,2007,Active
16355,Boeing,737,34268,10-22-07,10-01-07,2007,Active
17702,Boeing,737,34269,10-22-07,10-05-07,2007,Active
41053,Boeing,737,34270,10-29-07,10-19-07,2007,Active
14219,Boeing,737,34271,11-30-07,11-08-07,2007,Active
35538,Boeing,737,34272,11-29-07,11-13-07,2007,Active
347,Boeing,737,34273,12-17-07,12-04-07,2007,Active
2235,Boeing,737,34274,12-20-07,12-09-07,2007,Active
34928,Boeing,737,34275,04-24-08,04-10-08,2008,Active
24125,Boeing,737,34276,08-27-08,08-15-08,2008,Active
32125,Boeing,737,34277,08-31-06,08-11-06,2006,Active
37687,Boeing,737,34278,09-21-06,09-11-06,2006,Active
36861,Boeing,737,34279,09-29-06,09-14-06,2006,Active
41119,Boeing,737,34280,11-09-06,10-26-06,2006,Active
23593,Boeing,737,34281,11-30-06,11-13-06,2006,Active
31323,Boeing,737,34284,08-08-05,07-24-05,2005,Active
39961,Boeing,737,34285,10-24-05,10-12-05,2005,Active
3709,Boeing,737,34286,11-29-05,11-08-05,2005,Active
16342,Boeing,737,34287,03-31-06,03-21-06,2006,Active
35503,Boeing,737,34288,04-28-06,04-17-06,2006,Active
11524,Boeing,737,34289,06-09-06,05-19-06,2006,Active
33124,Boeing,737,34290,09-01-05,08-22-05,2005,Active
18203,Boeing,737,34293,07-20-05,07-08-05,2005,Active
33408,Boeing,737,34294,08-09-05,07-21-05,2005,Active
16543,Boeing,737,34295,08-16-05,08-03-05,2005,Active
18800,Boeing,737,34296,10-18-05,08-31-05,2005,Active
40907,Boeing,737,34297,11-16-05,10-27-05,2005,Active
21335,Boeing,737,34298,11-29-05,11-01-05,2005,Active
34510,Boeing,737,34299,01-17-06,11-29-05,2005,Active
40363,Boeing,737,34300,02-21-06,01-11-06,2006,Active
6500,Boeing,737,34303,08-03-05,07-18-05,2005,Active
12732,Boeing,737,34304,02-08-06,01-08-06,2006,Active
37618,Boeing,737,34320,08-08-05,07-28-05,2005,Active
40351,Boeing,737,34321,10-31-05,10-19-05,2005,Active
17773,Boeing,737,34322,08-30-05,08-17-05,2005,Active
32127,Boeing,737,34323,07-28-05,07-09-05,2005,Active
39497,Boeing,737,34333,12-08-05,11-11-05,2005,Active
6292,Boeing,737,34394,08-12-08,04-25-09,2008,Active
12802,Boeing,737,34396,06-05-09,06-05-09,2009,Active
11193,Boeing,737,34397,09-23-09,09-23-09,2009,Active
21274,Boeing,737,34398,08-28-98,,1998,Stored
23710,Boeing,737,34399,08-24-06,08-16-06,2006,Active
23561,Boeing,737,34400,09-21-06,09-06-06,2006,Active
5640,Boeing,737,34401,03-28-07,03-09-07,2007,Active
22732,Boeing,737,34402,05-25-07,05-12-07,2007,Active
8876,Boeing,737,34405,12-09-05,11-22-05,2005,Active
10488,Boeing,737,34406,01-26-06,01-14-06,2006,Active
556,Boeing,737,34407,02-24-06,02-08-06,2006,Active
8449,Boeing,737,34408,02-27-06,02-17-06,2006,Active
40113,Boeing,737,34409,04-25-06,04-07-06,2006,Active
474,Boeing,737,34410,04-25-06,04-11-06,2006,Active
31360,Boeing,737,34411,05-16-06,05-05-06,2006,Active
18288,Boeing,737,34412,05-26-06,05-12-06,2006,Active
3324,Boeing,737,34413,06-28-06,06-07-06,2006,Active
10764,Boeing,737,34414,06-28-06,06-14-06,2006,Active
1955,Boeing,737,34415,08-15-06,06-27-06,2006,Active
32215,Boeing,737,34416,08-15-06,07-07-06,2006,Active
37027,Boeing,737,34417,08-15-06,07-21-06,2006,Active
24607,Boeing,737,34418,08-15-06,07-25-06,2006,Active
32607,Boeing,737,34419,08-15-06,08-02-06,2006,Active
16354,Boeing,737,34438,05-25-06,05-11-06,2006,Active
24411,Boeing,737,34440,07-31-06,07-19-06,2006,Active
37274,Boeing,737,34441,08-11-06,07-29-06,2006,Active
28737,Boeing,737,34443,09-27-06,09-11-06,2006,Active
34111,Boeing,737,34450,12-13-05,11-30-05,2005,Active
18608,Boeing,737,34474,07-28-06,01-24-06,2006,Active
12961,Boeing,737,34475,08-18-06,08-03-06,2006,Active
19727,Boeing,737,34477,03-30-06,11-18-05,2005,Active
7753,Boeing,737,34479,02-14-06,02-03-06,2006,Active
32059,Boeing,737,34480,03-22-06,03-10-06,2006,Active
12484,Boeing,737,34535,06-08-06,05-24-06,2006,Active
22913,Boeing,737,34536,07-19-06,07-06-06,2006,Active
33213,Boeing,737,34537,12-21-05,12-08-05,2005,Active
18129,Boeing,737,34538,01-26-06,01-10-06,2006,Active
18094,Boeing,737,34539,01-27-06,01-19-06,2006,Active
10112,Boeing,737,34540,02-28-06,02-09-06,2006,Active
24151,Boeing,737,34541,05-16-06,04-17-06,2006,Active
18154,Boeing,737,34542,07-18-06,06-30-06,2006,Active
25204,Boeing,737,34543,07-31-06,07-17-06,2006,Active
2520,Boeing,737,34546,05-31-09,05-20-09,2009,Active
23058,Boeing,737,34547,07-08-09,06-26-09,2009,Active
15665,Boeing,737,34548,12-11-09,11-23-09,2009,Active
37029,Boeing,737,34549,03-16-10,03-05-10,2010,Active
18143,Boeing,737,34559,08-31-06,07-28-06,2006,Active
27314,Boeing,737,34560,09-12-06,08-17-06,2006,Active
11997,Boeing,737,34561,09-14-06,08-31-06,2006,Active
31053,Boeing,737,34562,01-18-07,12-19-06,2006,Active
22404,Boeing,737,34592,02-14-06,02-01-06,2006,Active
11321,Boeing,737,34593,02-03-06,01-25-06,2006,Active
21303,Boeing,737,34594,03-30-06,03-16-06,2006,Active
18525,Boeing,737,34595,02-28-06,02-15-06,2006,Active
12474,Boeing,737,34596,02-22-06,02-06-06,2006,Active
29460,Boeing,737,34620,10-31-05,10-20-05,2005,Active
36470,Boeing,737,34621,02-03-06,01-20-06,2006,Active
27209,Boeing,737,34622,09-22-05,08-25-05,2005,Active
35798,Boeing,737,34630,04-11-06,03-29-06,2006,Active
31594,Boeing,737,34631,04-25-06,04-12-06,2006,Active
16435,Boeing,737,34632,04-27-06,04-14-06,2006,Active
30965,Boeing,737,34633,03-03-06,02-16-06,2006,Active
35830,Boeing,737,34653,09-11-06,08-22-06,2006,Written Off
2435,Boeing,737,34654,10-12-06,10-04-06,2006,Active
33306,Boeing,737,34655,10-30-06,10-17-06,2006,Active
36087,Boeing,737,34656,11-20-06,11-08-06,2006,Active
23007,Boeing,737,34683,01-31-06,01-18-06,2006,Active
3073,Boeing,737,34684,02-15-06,02-02-06,2006,Active
11962,Boeing,737,34685,03-24-06,03-16-06,2006,Active
7168,Boeing,737,34686,03-28-06,03-13-06,2006,Active
26683,Boeing,737,34687,03-28-06,03-17-06,2006,Active
23356,Boeing,737,34688,03-30-06,03-22-06,2006,Active
32217,Boeing,737,34689,05-12-06,04-30-06,2006,Active
929,Boeing,737,34690,02-21-07,02-06-07,2007,Active
23112,Boeing,737,34691,04-25-07,04-13-07,2007,Active
40922,Boeing,737,34692,04-25-07,04-26-07,2007,Active
37446,Boeing,737,34693,05-09-07,04-26-07,2007,Active
9455,Boeing,737,34700,03-06-09,02-17-09,2009,Active
29244,Boeing,737,34701,03-13-06,02-27-06,2006,Active
21449,Boeing,737,34702,04-18-06,04-06-06,2006,Active
24205,Boeing,737,34703,05-15-06,04-27-06,2006,Stored
24302,Boeing,737,34704,06-06-06,05-18-06,2006,Active
21517,Boeing,737,34705,07-24-06,07-10-06,2006,Active
5174,Boeing,737,34706,08-10-06,07-26-06,2006,Active
17664,Boeing,737,34707,09-21-06,08-29-06,2006,Active
